customer_id,age,income,city_tier,spend_fmcg,spend_electronics,spend_entertainment,pref_brand,fitness,family_oriented,tech_savvy,eco_friendly
C00421,47,73510,2,31.3,36.0,51.8,1,0,1,0,0
C00422,34,77054,1,62.6,64.6,16.6,1,0,0,0,0
C00423,26,91612,1,80.6,66.1,84.0,2,0,0,0,0
C00424,50,52437,1,91.7,47.0,34.9,5,1,0,1,1
C00425,63,44112,2,48.6,58.6,41.2,4,0,0,1,0
C00426,55,20798,3,75.0,36.8,43.2,5,0,0,1,0
C00427,63,109394,1,76.8,50.6,71.9,5,0,1,1,0
C00428,45,21338,3,55.6,19.1,49.9,4,0,1,0,0
C00429,49,95161,1,62.3,24.3,22.8,2,0,0,0,1
C00430,24,20934,3,36.2,47.6,44.6,2,0,1,0,0
C00431,58,22171,3,60.9,38.7,38.2,4,0,1,0,0
C00432,53,23465,3,32.3,22.3,32.7,1,1,0,0,0
C00433,29,66048,2,65.1,4.2,13.7,1,0,0,0,0
C00434,34,15000,3,36.2,62.8,16.5,2,0,1,0,0
C00435,46,53686,1,99.8,47.8,64.7,4,1,0,1,0
C00436,18,41053,1,100.0,56.8,51.3,4,1,1,1,0
C00437,56,58249,1,78.4,87.4,84.4,5,0,1,0,0
C00438,31,39854,2,38.6,49.0,43.6,1,1,1,0,0
C00439,21,15000,3,8.5,35.2,28.0,4,1,1,0,0
C00440,33,40823,2,41.5,47.3,36.0,3,0,1,1,0
C00441,57,15000,3,37.4,61.5,22.2,5,1,1,1,0
C00442,30,59640,1,90.1,35.6,51.9,5,0,0,0,1
C00443,43,32502,3,51.3,68.5,41.1,2,0,0,0,0
C00444,56,88071,1,72.3,52.0,64.0,4,0,1,0,0
C00445,19,52343,2,38.1,15.9,26.0,4,0,0,0,0
C00446,53,18732,3,41.5,54.8,19.8,5,1,0,0,0
C00447,31,15399,3,67.3,27.7,41.1,1,0,0,0,0
C00448,50,35760,2,32.7,70.7,37.0,3,0,0,0,1
C00449,26,79135,1,86.0,44.8,67.7,1,1,1,0,1
C00450,24,60852,2,28.1,63.8,33.5,3,0,1,1,0
C00451,55,98047,1,81.9,72.1,29.7,3,1,0,0,0
C00452,55,28941,3,49.6,26.2,39.1,4,0,0,0,1
C00453,64,20390,3,48.0,15.1,29.1,1,1,1,0,0
C00454,49,80490,1,82.1,70.7,75.9,5,0,0,1,0
C00455,39,73573,1,82.6,43.1,55.4,3,0,1,1,0
C00456,27,75976,1,89.9,66.9,54.3,1,0,1,0,0
C00457,31,37732,3,43.9,50.0,59.7,3,1,0,0,1
C00458,48,27974,2,41.1,38.9,30.4,2,0,0,0,0
C00459,34,23533,3,25.5,46.6,38.5,1,0,0,0,0
C00460,40,65146,2,55.4,47.0,40.6,5,0,0,1,0
C00461,25,31676,2,46.8,37.0,51.8,1,0,1,1,0
C00462,38,67125,1,75.2,40.0,51.6,3,1,1,1,0
C00463,29,21693,3,27.9,60.9,51.1,1,0,1,0,1
C00464,23,47208,2,50.3,42.3,33.2,5,0,0,0,0
C00465,24,30050,2,48.1,31.0,65.0,2,0,1,0,0
C00466,42,57441,2,47.1,59.6,39.4,3,0,0,0,0
C00467,35,58328,2,34.8,9.7,20.3,1,0,0,0,0
C00468,22,28177,3,62.8,46.7,32.6,1,0,0,1,0
C00469,42,62592,1,60.3,61.0,48.1,5,0,1,0,0
C00470,25,51081,2,28.3,27.6,36.0,5,0,1,1,0
C00471,18,38756,2,55.8,54.6,34.3,4,1,1,1,0
C00472,24,45842,2,1.8,39.6,43.6,1,1,1,0,0
C00473,39,123069,1,85.5,64.2,77.0,3,0,1,1,0
C00474,62,81913,1,74.3,54.2,50.7,5,0,0,0,0
C00475,29,35155,2,37.1,23.7,23.7,5,0,0,1,0
C00476,31,52254,2,25.3,53.0,55.7,5,0,1,0,0
C00477,29,33102,2,41.8,10.3,20.3,1,0,0,1,0
C00478,34,35012,2,57.6,44.3,37.0,1,1,0,1,0
C00479,51,36985,2,17.1,40.7,40.8,3,0,1,0,0
C00480,33,44446,2,39.6,31.9,34.8,3,0,0,1,0
C00481,48,61712,2,37.3,45.8,20.0,3,1,0,0,1
C00482,60,91567,1,81.2,63.1,60.8,5,1,0,1,0
C00483,62,56537,2,51.5,55.8,41.3,2,0,1,0,0
C00484,44,36263,2,27.3,48.4,25.6,4,0,1,0,0
C00485,51,69173,1,68.0,81.0,33.9,4,0,1,1,0
C00486,61,53400,2,68.3,44.4,39.6,5,1,1,0,0
C00487,54,42146,2,55.7,32.9,24.5,1,0,0,1,0
C00488,32,74432,1,93.3,38.6,66.8,3,0,1,0,0
C00489,24,55516,2,41.0,43.7,32.6,2,1,1,0,0
C00490,23,45640,2,41.5,37.4,32.0,4,0,1,1,1
C00491,59,26412,3,36.9,56.7,35.6,5,0,1,1,0
C00492,44,69909,2,19.3,41.4,21.3,3,0,1,1,0
C00493,31,47851,2,34.8,45.6,25.1,5,0,1,0,0
C00494,34,64741,2,65.8,19.0,31.9,2,0,0,0,1
C00495,31,28496,3,39.3,54.1,21.3,1,0,1,0,0
C00496,55,31659,2,43.5,31.3,43.6,5,0,0,0,0
C00497,46,36223,2,47.1,24.4,31.3,5,0,0,1,0
C00498,59,39580,2,78.3,64.7,17.6,4,0,0,1,1
C00499,32,39314,2,45.1,50.5,28.3,4,0,0,1,0
C00500,40,48871,2,61.4,54.7,36.2,3,0,1,0,0
C00501,23,28841,3,36.0,46.8,29.6,3,0,0,0,0
C00502,63,32844,3,41.1,38.6,39.8,4,1,1,0,0
C00503,42,26926,3,45.2,35.8,41.9,1,0,1,0,1
C00504,43,44429,2,33.4,51.7,63.8,4,0,0,0,0
C00505,37,23971,2,41.9,57.0,48.8,3,0,0,0,0
C00506,30,25441,3,58.3,39.0,15.4,5,0,1,0,0
C00507,62,50322,2,33.0,71.1,30.7,2,0,1,1,1
C00508,40,26143,3,45.0,37.0,31.8,3,0,1,0,0
C00509,49,76328,2,55.6,19.1,41.9,2,0,0,0,0
C00510,19,104811,1,83.9,62.5,47.3,2,1,1,0,0
C00511,30,95701,1,81.9,59.5,61.4,2,0,1,0,0
C00512,55,18987,3,46.1,33.8,20.1,4,0,1,0,0
C00513,22,69740,1,61.5,88.6,95.2,5,0,1,1,1
C00514,22,48814,2,14.9,50.2,28.2,3,0,0,0,0
C00515,56,40307,2,39.4,39.6,31.2,1,0,1,0,0
C00516,32,90009,1,71.9,74.8,63.6,5,0,0,1,0
C00517,30,54461,2,71.2,40.7,46.8,1,0,0,1,0
C00518,44,18198,3,53.5,40.2,40.7,3,0,1,0,0
C00519,27,103936,1,61.8,45.9,52.3,5,1,1,1,0
C00520,20,25639,3,26.9,61.3,35.3,2,0,1,1,0
C00521,18,15000,3,43.1,17.0,16.2,2,0,1,0,0
C00522,21,49358,2,63.3,44.5,51.1,1,0,1,0,0
C00523,25,85624,1,82.0,72.0,40.1,1,0,1,0,0
C00524,50,62159,2,59.5,51.7,34.3,2,1,1,1,0
C00525,32,73250,1,74.8,47.0,44.2,3,0,1,0,0
C00526,21,60349,2,49.1,40.1,27.0,4,0,1,0,1
C00527,18,26169,3,40.1,36.0,29.6,1,0,0,1,0
C00528,40,16780,3,30.2,60.9,33.7,1,0,1,0,0
C00529,57,16155,3,71.6,40.0,51.4,2,0,0,0,0
C00530,33,64031,2,54.5,69.5,46.5,4,1,1,0,0
C00531,21,64949,2,50.1,44.1,46.7,5,1,1,1,0
C00532,28,27018,3,38.8,40.3,37.0,3,0,0,1,1
C00533,41,68696,2,45.6,37.8,21.2,5,1,0,0,1
C00534,26,63207,2,47.5,48.5,25.8,3,1,1,1,0
C00535,63,93672,1,68.5,67.4,46.7,2,0,1,0,0
C00536,53,61773,1,55.3,71.4,80.3,5,1,0,0,0
C00537,34,71642,2,33.3,40.1,38.6,2,1,1,0,0
C00538,62,90726,1,66.3,70.0,51.3,1,0,1,0,0
C00539,33,72283,1,88.1,58.1,75.2,5,1,0,0,0
C00540,24,20823,3,18.8,46.0,41.1,3,0,0,0,0
C00541,62,26604,3,40.1,41.4,12.6,2,0,0,0,0
C00542,63,29111,2,37.4,63.5,51.0,4,1,1,0,1
C00543,32,29372,3,52.4,46.3,16.2,1,0,0,0,0
C00544,45,19040,3,74.7,79.1,33.2,1,1,0,0,1
C00545,26,87412,1,73.9,65.8,53.3,3,0,0,0,0
C00546,48,43479,2,79.1,54.4,39.3,3,1,0,1,0
C00547,50,46694,2,41.5,29.1,19.7,1,0,1,0,1
C00548,51,64861,1,77.4,43.1,49.8,1,1,1,0,0
C00549,44,23992,3,23.8,29.4,38.4,5,1,1,1,0
C00550,51,73617,2,60.0,46.8,41.1,5,1,1,0,0
C00551,44,67313,2,45.6,36.0,21.7,1,1,0,1,0
C00552,56,87089,1,75.5,38.5,58.9,5,0,1,0,1
C00553,26,79494,1,70.0,62.2,54.4,2,0,0,0,1
C00554,40,30276,3,46.1,28.2,42.5,3,1,0,0,0
C00555,37,102599,1,57.9,77.7,53.8,3,0,0,0,0
C00556,43,63403,1,94.7,90.2,49.6,3,0,0,1,1
C00557,24,49032,2,62.6,47.0,34.0,5,0,0,0,0
C00558,33,27225,2,62.0,20.7,48.9,5,1,1,0,0
C00559,62,64038,2,35.4,56.4,37.9,3,0,0,0,0
C00560,22,75812,2,68.9,26.6,27.8,3,0,0,0,0
C00561,47,81601,1,73.3,56.4,52.0,1,0,1,0,0
C00562,49,37499,1,79.0,47.1,64.3,4,0,1,1,0
C00563,40,28805,3,46.5,49.2,43.9,5,1,1,1,0
C00564,19,38698,2,46.0,67.8,34.3,3,0,0,0,0
C00565,19,41708,2,5.5,27.6,25.0,1,0,0,0,0
C00566,30,57832,2,42.2,49.2,27.6,2,0,0,0,0
C00567,22,26590,3,24.5,58.9,43.2,1,1,1,1,0
C00568,22,70237,1,61.9,70.1,38.2,5,1,1,0,0
C00569,25,41879,2,68.8,28.8,35.0,1,0,0,0,0
C00570,26,51572,2,57.8,35.7,52.3,4,0,1,0,0
C00571,57,44881,2,41.4,44.9,36.8,2,1,0,0,0
C00572,48,18067,3,29.9,18.8,22.1,1,1,0,0,0
C00573,19,45842,2,35.1,48.3,61.1,2,0,0,1,1
C00574,47,27122,3,74.1,18.9,56.1,4,1,0,0,0
C00575,24,23886,3,34.6,59.4,41.0,3,1,1,0,0
C00576,37,32331,2,9.7,47.7,50.3,5,0,0,0,0
C00577,19,31181,3,60.5,68.7,31.8,5,0,0,0,1
C00578,22,15764,2,67.5,50.0,43.7,3,1,1,1,0
C00579,24,22210,3,69.9,35.4,29.9,4,0,1,0,0
C00580,38,42247,2,60.6,28.0,18.7,5,0,1,1,0
C00581,39,51852,2,63.0,43.6,66.1,5,0,1,0,0
C00582,34,57020,2,45.8,39.5,18.1,2,0,0,1,1
C00583,47,102535,1,84.2,58.2,64.8,2,0,1,1,0
C00584,51,41094,2,45.4,26.1,38.4,1,0,0,0,0
C00585,52,28666,3,54.3,70.3,41.2,2,0,1,0,1
C00586,45,52447,2,43.0,59.1,33.9,2,1,1,0,0
C00587,43,45769,1,75.1,63.9,48.8,4,1,0,1,0
C00588,41,73756,2,30.5,67.0,36.7,5,0,1,1,0
C00589,29,51224,1,79.3,95.5,68.4,1,0,0,1,0
C00590,40,88389,1,76.8,41.2,40.3,4,1,1,1,0
C00591,18,27437,3,73.1,20.9,34.2,3,0,0,1,0
C00592,63,53445,2,45.0,67.7,19.1,1,1,0,0,1
C00593,35,43817,2,49.2,15.3,59.2,1,0,0,1,1
C00594,53,60340,2,30.3,18.4,41.4,5,0,0,0,1
C00595,62,48792,1,76.7,69.5,78.1,1,1,1,0,0
C00596,41,49177,2,71.4,59.8,27.5,3,0,0,0,1
C00597,58,21475,3,22.1,54.3,23.0,5,0,0,1,0
C00598,40,41533,2,52.0,41.8,45.3,2,1,1,0,0
C00599,24,27679,3,53.1,55.3,33.1,3,0,1,0,0
C00600,19,63468,2,52.9,38.3,42.5,3,0,1,0,0
C00601,24,45709,2,69.6,46.3,18.8,3,1,1,0,0
C00602,62,29879,3,75.5,64.8,53.6,3,1,1,0,0
C00603,40,25310,3,41.5,36.3,45.8,1,1,0,1,0
C00604,33,19420,3,55.1,28.5,34.0,4,1,0,0,1
C00605,38,23387,3,46.3,47.1,40.6,3,0,0,0,0
C00606,30,23128,3,35.5,51.1,43.9,4,0,1,0,0
C00607,58,20645,3,49.1,41.7,19.0,5,0,0,1,0
C00608,64,88569,1,69.6,62.7,46.0,4,1,0,0,0
C00609,21,26466,3,48.3,37.0,40.8,3,0,0,0,0
C00610,51,30116,2,31.8,41.9,26.6,3,0,1,1,1
C00611,33,29355,2,38.0,45.6,21.8,4,0,0,1,1
C00612,20,55308,2,38.2,44.3,46.8,3,1,0,1,0
C00613,61,19904,3,32.4,64.2,37.5,2,0,0,0,0
C00614,20,26887,3,49.7,45.5,40.8,2,1,1,0,0
C00615,27,59761,2,51.3,35.4,35.3,5,1,1,0,0
C00616,19,17056,3,59.7,47.9,23.0,3,0,1,0,1
C00617,40,16177,3,32.1,55.1,41.1,2,0,0,0,1
C00618,46,70930,2,36.3,51.6,32.6,5,0,1,0,1
C00619,33,87031,1,64.8,63.6,61.9,2,0,1,0,1
C00620,21,71615,1,88.9,74.4,66.1,1,0,1,0,1
C00621,23,19162,3,45.5,2.6,45.4,5,1,0,0,1
C00622,61,43619,2,42.4,59.1,46.1,2,0,0,0,0
C00623,55,17558,3,62.0,46.6,67.6,1,0,0,0,0
C00624,62,61042,2,62.6,39.7,39.6,5,1,1,0,0
C00625,42,20145,3,61.7,50.4,36.4,2,0,1,0,0
C00626,43,63669,2,45.4,68.9,26.8,1,1,0,0,0
C00627,54,22496,3,31.9,61.2,29.6,2,1,1,0,0
C00628,46,59132,1,69.1,58.6,47.9,2,1,0,0,0
C00629,38,44671,2,57.8,26.7,44.5,3,1,0,0,0
C00630,31,15000,3,38.2,28.6,19.8,4,1,0,1,0
C00631,40,24245,3,66.4,4.2,45.8,5,0,1,0,0
C00632,21,23936,3,37.0,49.5,34.5,4,0,1,0,0
C00633,27,96494,1,77.6,43.1,42.1,2,0,1,1,0
C00634,52,26421,2,67.2,57.9,34.5,2,1,1,0,0
C00635,58,103237,1,81.3,71.6,77.1,2,1,1,1,1
C00636,22,96411,1,78.6,54.8,75.3,4,1,0,1,1
C00637,22,65650,2,56.7,31.5,34.7,1,0,0,1,0
C00638,22,24670,3,84.2,27.6,24.2,4,0,0,0,0
C00639,55,31336,3,33.9,37.5,46.1,1,0,1,0,1
C00640,32,15804,3,66.5,25.3,23.3,1,0,0,1,0
C00641,33,29456,3,45.3,66.3,16.3,3,0,0,0,0
C00642,18,20180,3,26.4,20.5,41.0,1,1,0,0,0
C00643,63,46971,1,78.3,56.7,36.5,5,1,0,0,0
C00644,38,57517,1,94.7,49.6,42.4,2,0,0,0,0
C00645,55,50069,2,29.1,44.4,39.9,3,0,0,0,0
C00646,51,19848,3,49.7,40.0,30.0,3,0,0,0,0
C00647,24,87521,1,84.1,67.3,71.8,3,0,1,0,0
C00648,55,27397,2,48.6,26.0,48.1,3,0,0,1,1
C00649,43,23411,2,36.9,40.0,31.8,3,1,0,0,0
C00650,46,107447,1,79.4,65.2,73.4,2,1,1,0,0
C00651,27,61297,2,44.9,37.9,17.5,1,0,1,1,0
C00652,57,18441,3,48.3,69.4,46.1,4,0,1,0,0
C00653,61,49962,2,61.6,42.6,21.4,3,0,0,0,0
C00654,37,100390,1,87.0,65.5,82.0,1,0,1,0,0
C00655,22,27620,3,24.0,33.0,44.3,5,0,0,0,1
C00656,57,51852,2,36.6,28.2,29.0,5,0,0,1,1
C00657,59,31844,3,47.5,39.7,33.0,4,0,1,1,0
C00658,41,40866,2,61.9,77.6,47.0,4,0,1,0,0
C00659,45,50389,2,64.5,35.7,25.3,3,0,0,0,0
C00660,28,49776,2,71.6,45.4,24.1,5,1,1,0,1
C00661,21,46590,2,47.0,27.6,32.2,5,1,1,0,1
C00662,62,22563,3,56.4,0.0,50.3,3,0,1,0,0
C00663,40,81457,1,93.3,58.4,31.1,4,0,1,1,0
C00664,30,80688,1,91.6,71.1,52.5,1,0,0,1,0
C00665,50,36894,2,28.9,48.9,26.5,1,1,0,0,0
C00666,19,30011,3,44.1,64.6,47.8,2,0,1,1,0
C00667,21,18897,3,90.4,34.8,15.0,2,0,0,0,0
C00668,29,23636,3,49.6,4.6,38.0,1,0,1,1,0
C00669,39,46308,2,32.0,23.4,34.5,3,0,0,0,0
C00670,35,54476,2,51.1,46.0,50.5,1,0,1,0,0
C00671,26,37617,1,80.1,64.6,61.4,5,1,1,0,0
C00672,34,61136,2,30.6,39.8,23.7,2,1,1,0,0
C00673,33,20768,3,76.5,32.0,37.0,3,1,1,0,0
C00674,42,32624,3,61.0,54.1,28.2,2,1,0,1,0
C00675,44,44022,2,50.2,32.5,31.5,5,1,0,0,0
C00676,59,49389,2,39.1,44.6,42.4,3,0,1,0,0
C00677,55,36961,3,40.3,42.9,31.0,5,0,0,0,0
C00678,31,46533,2,68.1,34.5,37.3,1,1,1,0,0
C00679,60,104776,1,100.0,45.8,36.5,5,1,1,0,0
C00680,42,50488,2,0.0,33.6,53.2,5,1,0,0,0
C00681,26,88308,1,74.3,45.9,57.9,3,1,1,1,0
C00682,33,81399,1,92.0,38.8,47.6,2,0,1,0,1
C00683,52,96957,1,82.4,28.4,35.4,3,0,1,0,0
C00684,56,41430,2,61.3,28.2,54.0,3,1,0,0,0
C00685,35,37699,2,52.0,18.4,40.9,5,0,1,0,0
C00686,25,42017,2,56.2,56.4,36.6,1,0,0,0,0
C00687,27,51246,2,38.6,53.6,36.0,3,1,1,1,0
C00688,22,23619,3,26.6,42.1,39.3,4,0,0,0,1
C00689,50,29439,3,49.2,34.4,44.3,1,0,1,1,0
C00690,41,66309,2,66.5,18.0,45.7,5,0,1,0,0
C00691,39,37802,2,35.3,53.0,54.3,4,1,0,0,0
C00692,49,20412,3,34.1,57.8,37.9,5,1,1,1,0
C00693,56,51275,1,80.5,78.1,52.6,4,0,0,0,0
C00694,55,75379,2,38.1,28.6,47.7,4,1,0,0,0
C00695,24,26904,3,38.8,58.6,34.3,2,0,1,0,0
C00696,45,55997,2,39.4,30.4,15.0,4,1,1,1,0
C00697,59,16623,3,44.0,66.7,36.0,3,0,0,0,0
C00698,54,49985,2,21.4,38.4,53.7,5,0,0,0,0
C00699,33,56365,2,36.9,34.2,25.7,2,0,0,0,0
C00700,36,46840,2,48.5,40.7,36.0,2,1,1,0,0
C00701,59,101514,1,72.4,33.8,66.0,3,0,1,1,0
C00702,19,78897,2,62.4,56.9,46.3,4,0,0,1,1
C00703,42,61058,1,74.8,51.6,65.4,5,0,1,1,1
C00704,23,18611,3,67.7,56.3,24.6,1,1,1,0,0
C00705,60,39028,2,58.7,42.8,41.8,2,0,0,0,0
C00706,19,70077,2,42.8,33.2,26.1,5,1,1,0,0
C00707,19,31514,3,35.7,39.9,13.0,5,0,1,0,0
C00708,33,24152,3,45.3,33.6,57.1,2,0,1,0,0
C00709,27,50456,2,53.8,62.0,46.1,1,0,1,0,1
C00710,41,39793,2,57.3,55.0,57.6,5,0,1,1,0
C00711,32,30562,3,54.3,38.6,45.5,2,1,1,0,0
C00712,34,45251,2,43.2,26.1,43.2,1,0,1,1,0
C00713,44,23374,3,56.8,63.1,39.4,4,0,1,1,0
C00714,44,28804,3,63.9,42.1,32.8,1,1,1,1,0
C00715,61,23825,3,58.2,38.0,41.1,2,0,1,0,0
C00716,40,75300,1,83.8,68.9,60.2,3,1,0,0,0
C00717,44,50132,2,32.5,32.4,22.2,1,0,1,1,0
C00718,49,95907,1,65.0,51.2,38.1,4,0,1,0,1
C00719,26,70581,2,34.8,36.5,50.5,1,1,1,1,0
C00720,49,28659,3,48.9,20.3,20.2,2,0,0,0,0
C00721,58,60041,2,52.8,44.7,20.4,4,0,1,0,0
C00722,32,47501,2,23.8,28.6,42.1,1,1,0,1,0
C00723,26,65844,1,58.8,51.2,33.1,5,0,0,0,0
C00724,34,29087,3,48.6,29.4,40.8,4,0,1,0,0
C00725,30,83424,1,78.0,40.2,58.4,1,0,0,1,1
C00726,45,51547,1,86.1,68.6,52.9,5,0,1,1,0
C00727,58,73438,1,68.6,64.7,34.7,5,0,0,1,1
C00728,46,78342,1,65.5,57.0,29.3,5,1,0,0,0
C00729,23,43619,2,45.8,40.7,43.9,4,0,0,1,0
C00730,32,68521,2,50.9,75.3,35.3,3,1,0,1,1
C00731,50,55997,2,32.3,37.7,34.7,1,0,0,0,0
C00732,33,107463,1,90.8,68.2,87.9,4,1,1,0,0
C00733,45,85268,1,85.3,68.8,70.3,5,0,1,0,0
C00734,50,51017,2,33.6,39.1,15.4,2,0,1,1,0
C00735,33,61268,1,65.2,51.1,37.3,4,0,1,0,0
C00736,48,50149,2,22.0,40.3,43.3,1,1,0,0,0
C00737,36,80261,1,59.5,51.7,64.3,1,1,0,1,1
C00738,24,32911,2,25.2,31.2,41.1,3,0,0,0,0
C00739,35,43255,2,39.8,32.6,56.1,1,0,1,1,0
C00740,38,45958,2,70.0,40.3,21.5,1,0,0,0,0
C00741,18,88269,1,62.4,46.0,65.6,1,0,0,0,0
C00742,59,89227,1,83.1,71.1,69.8,4,0,0,0,0
C00743,42,21366,3,77.0,72.4,54.9,1,0,0,1,0
C00744,19,89377,1,93.1,50.2,48.9,4,1,1,1,0
C00745,58,47724,2,39.5,50.0,24.5,2,1,1,0,0
C00746,58,15000,2,42.6,56.2,39.1,3,0,0,0,0
C00747,18,43941,2,51.4,20.1,62.6,3,0,0,0,0
C00748,25,63487,2,70.4,53.9,27.5,1,1,1,0,0
C00749,35,15000,3,37.0,33.6,34.9,3,1,1,1,0
C00750,41,25704,3,33.6,74.4,41.2,5,0,0,0,0
C00751,52,69815,2,24.3,37.2,27.7,5,0,0,0,0
C00752,37,40492,2,46.5,53.6,56.2,3,1,1,1,0
C00753,46,80042,1,80.3,17.5,35.5,5,1,0,0,0
C00754,18,33699,2,38.0,73.0,18.3,3,0,1,1,0
C00755,48,70340,2,31.4,32.3,28.7,2,0,1,1,0
C00756,61,78333,1,72.9,11.6,59.9,5,1,1,0,0
C00757,42,50582,2,37.4,49.4,25.4,1,1,0,0,1
C00758,39,33464,3,51.0,46.1,38.6,4,0,0,0,0
C00759,31,93229,1,79.2,56.4,57.5,2,0,1,0,1
C00760,62,39054,2,47.0,30.0,20.5,3,0,1,1,1
C00761,19,20954,3,27.0,1.2,28.2,4,0,1,0,0
C00762,31,89898,1,54.1,58.4,68.0,2,0,0,0,1
C00763,24,67517,1,75.4,72.6,10.7,5,0,1,0,1
C00764,58,37655,1,72.6,60.3,42.6,2,0,0,0,1
C00765,40,24667,3,43.1,45.3,36.8,5,1,1,0,0
C00766,61,50395,1,94.0,73.9,53.0,4,0,1,1,0
C00767,49,112325,1,61.1,67.1,92.6,4,1,0,0,1
C00768,44,83535,1,83.5,64.3,49.9,2,0,0,0,0
C00769,42,61896,1,100.0,57.9,69.9,4,1,1,1,0
C00770,27,41267,2,41.3,34.8,40.7,4,0,0,0,0
C00771,44,42212,1,74.6,73.8,65.1,3,1,1,0,0
C00772,50,36256,2,48.9,48.9,40.5,5,0,1,0,1
C00773,63,62704,2,45.8,49.0,40.7,5,1,0,0,0
C00774,43,38948,3,40.4,35.9,63.5,2,0,0,0,0
C00775,62,94527,1,66.8,81.5,79.7,5,1,0,0,0
C00776,62,24424,3,36.5,33.5,33.3,3,0,1,1,0
C00777,42,44600,2,49.9,13.0,27.2,3,0,1,0,0
C00778,38,60870,1,73.8,67.6,93.9,1,0,1,1,0
C00779,24,37873,3,22.8,18.0,29.5,1,0,1,1,1
C00780,30,23820,3,33.8,18.4,43.0,1,1,0,0,1
C00781,59,76445,2,45.8,41.7,43.8,2,0,1,0,0
C00782,24,33709,3,54.5,48.0,38.5,2,0,1,0,0
C00783,36,28240,2,66.3,39.5,31.5,3,1,1,0,0
C00784,50,41675,2,41.8,32.5,29.1,4,0,1,1,0
C00785,29,20818,3,40.3,25.8,24.0,1,1,1,1,0
C00786,63,49001,2,31.9,35.2,28.3,3,1,0,0,0
C00787,48,24623,3,49.9,27.7,19.5,1,1,1,1,0
C00788,19,87452,2,40.5,39.1,51.3,1,0,0,0,1
C00789,29,18267,3,40.9,17.2,57.0,5,0,1,0,0
C00790,52,52862,2,43.6,50.5,11.8,1,0,0,0,0
C00791,58,92330,1,96.1,72.2,48.4,1,1,1,0,1
C00792,61,49980,2,36.5,45.6,38.3,5,0,0,0,1
C00793,58,51377,2,33.4,53.3,37.5,4,1,1,0,0
C00794,21,59103,1,77.4,56.6,43.1,3,0,0,1,0
C00795,52,82129,1,82.2,55.0,70.2,1,1,0,0,0
C00796,23,56392,2,35.9,9.0,39.9,1,1,1,0,0
C00797,21,86552,1,81.7,74.8,63.4,1,0,0,0,0
C00798,50,91404,1,68.3,60.5,36.0,2,1,0,1,0
C00799,40,33828,3,38.4,47.6,18.4,5,0,0,0,0
C00800,48,30856,3,36.6,67.7,40.2,4,0,1,0,1
C00801,58,25445,3,44.3,65.6,23.4,5,0,1,1,0
C00802,21,35353,2,36.1,44.5,47.7,5,1,1,0,0
C00803,42,21249,3,39.0,36.2,9.5,3,0,0,0,0
C00804,57,47254,2,46.5,25.6,29.4,5,1,1,0,0
C00805,38,85046,1,79.4,48.3,73.9,4,1,1,0,0
C00806,42,70433,1,54.6,49.8,58.9,4,0,1,1,0
C00807,41,38303,2,29.8,31.1,38.1,1,0,1,0,0
C00808,60,56236,1,65.2,49.4,68.1,2,1,1,0,0
C00809,20,29360,2,45.9,46.0,42.7,5,0,0,0,0
C00810,59,23531,3,49.6,65.4,44.1,2,0,1,0,0
C00811,56,50606,1,61.5,65.2,60.7,2,0,0,0,1
C00812,56,59989,1,75.9,39.9,50.6,2,0,1,0,0
C00813,37,22538,3,56.5,55.2,51.6,1,1,1,0,0
C00814,42,33301,2,59.6,45.2,31.3,2,0,1,0,0
C00815,35,87595,1,75.0,62.7,35.6,1,0,1,0,0
C00816,29,29626,3,54.6,38.5,31.0,3,0,1,0,0
C00817,59,21566,3,77.8,37.0,39.4,3,0,1,1,0
C00818,41,44537,2,40.5,49.8,23.3,4,1,1,0,0
C00819,51,56717,2,29.3,42.1,25.5,1,0,1,0,0
C00820,22,41075,2,22.0,29.1,9.0,2,0,0,1,0
C00821,55,64345,1,61.8,55.1,47.0,4,1,1,0,0
C00822,48,64956,2,71.5,44.6,47.8,4,0,0,0,1
C00823,64,61052,2,31.1,46.4,33.2,3,0,0,0,0
C00824,24,57519,2,34.1,35.3,33.8,2,0,1,0,0
C00825,43,30785,3,40.1,23.0,38.3,5,0,1,1,0
C00826,42,40454,1,67.6,73.1,39.8,4,0,1,0,0
C00827,43,66922,2,25.7,55.6,35.3,1,0,1,0,0
C00828,20,87841,1,96.3,80.9,92.0,1,0,1,1,1
C00829,40,31317,3,77.5,60.1,38.7,4,0,0,1,0
C00830,32,54839,2,49.7,36.9,46.7,1,1,1,0,0
C00831,47,50611,2,51.8,42.8,50.2,5,1,1,0,0
C00832,28,46558,2,41.9,57.1,43.0,3,0,0,0,0
C00833,38,54589,2,52.0,64.8,26.4,5,1,1,0,0
C00834,47,46103,2,22.3,55.0,30.9,2,0,0,0,0
C00835,21,30424,3,32.4,43.6,58.2,5,0,0,0,0
C00836,54,30169,2,46.6,19.4,38.8,2,1,0,0,1
C00837,51,21615,3,10.9,9.6,37.2,3,0,1,0,1
C00838,20,37780,3,40.5,53.2,24.7,5,0,0,0,1
C00839,21,42173,2,39.5,60.1,33.9,3,0,0,0,1
C00840,57,47016,2,40.5,27.8,43.6,3,0,1,1,0
C00841,31,62348,1,69.9,46.5,58.4,5,0,0,1,0
C00842,58,27099,3,30.1,31.6,28.8,5,1,1,1,0
